BUY/SELL	price order    order ID
SELL		104.32		2441
BUY		95.55			1100
BUY		95.55			1776
BUY		95.55			2067
SELL		104.33		1873
SELL		104.34		1175
BUY		95.55			2278
SELL		104.34		1308
SELL		104.34		1450
BUY		95.55			2319
SELL		104.34		1804
SELL		104.35		1245
BUY		95.54			1455
BUY		95.54			1683
SELL		104.35		1606
BUY		95.54			1991
SELL		104.35		1713
SELL		104.35		2270
BUY		95.54			2072
SELL		104.36		1331
SELL		104.36		2086
BUY		95.54			2132
SELL		104.36		2227
SELL		104.36		2277
BUY		95.54			2450
SELL		104.37		1365
BUY		95.53			1773
BUY		95.53			1844
BUY		95.53			2058
BUY		95.53			2135
SELL		104.37		1735
BUY		95.52			1373
SELL		104.38		2079
BUY		95.52			1623
BUY		95.51			2036
BUY		95.5			1071
SELL		104.38		2502
SELL		104.39		1299
BUY		95.5			1334
BUY		95.5			1525
SELL		104.39		1358
SELL		104.39		2148
BUY		95.5			1665
SELL		104.41		1158
BUY		95.5			2316
SELL		104.41		1916
BUY		95.49			1320
BUY		95.49			1473
SELL		104.41		2386
SELL		104.41		2413
SELL		104.41		2432
BUY		95.49			2379
SELL		104.42		1162
BUY		95.48			1735
BUY		95.48			2374
SELL		104.42		1549
BUY		95.47			1354
SELL		104.42		2205
SELL		104.43		1122
BUY		95.47			1933
BUY		95.47			1942
SELL		104.43		1248
BUY		95.46			2101
SELL		104.43		1320
BUY		95.45			1445
BUY		95.45			1548
SELL		104.43		1966
SELL		104.43		2276
BUY		95.45			2324
BUY		95.44			1522
SELL		104.44		1170
SELL		104.44		1697
BUY		95.44			1804
SELL		104.45		2188
SELL		104.46		1311
BUY		95.44			1855
BUY		95.43			1190
SELL		104.46		1581
BUY		95.43			1592
SELL		104.46		1799
SELL		104.48		1674
BUY		95.43			1642
SELL		104.48		2056
BUY		95.43			1806
BUY		95.43			1937
SELL		104.49		1109
BUY		95.43			2053
SELL		104.49		1123
SELL		104.49		1221
SELL		104.49		1663
SELL		104.49		2063
SELL		104.49		2477
BUY		95.43			2391
BUY		95.42			1055
BUY		95.42			1873
SELL		104.5		1072
BUY		95.42			2279
SELL		104.5		1142
BUY		95.41			1330
SELL		104.5		1222
SELL		104.5		1288
BUY		95.41			1406
SELL		104.5		1597
SELL		104.5		1823
BUY		95.4			1096
BUY		95.4			1355
SELL		104.5		2036
SELL		104.5		2176
BUY		95.4			1471
SELL		104.5		2474
BUY		95.4			1595
SELL		104.51		1049
SELL		104.51		1625
BUY		95.4			1722
SELL		104.51		1875
BUY		95.4			2419
BUY		95.39			1209
SELL		104.51		1955
BUY		95.39			2138
BUY		95.39			2200
SELL		104.51		2422
BUY		95.38			1149
SELL		104.52		1256
SELL		104.52		1737
SELL		104.52		2406
BUY		95.38			1540
SELL		104.53		1840
SELL		104.53		1953
SELL		104.53		2030
BUY		95.38			2078
SELL		104.53		2165
SELL		104.53		2313
BUY		95.37			1099
SELL		104.54		1106
BUY		95.37			1208
SELL		104.54		1235
SELL		104.55		1078
SELL		104.55		2264
BUY		95.37			1234
BUY		95.37			1268
SELL		104.56		2039
BUY		95.37			1348
SELL		104.56		2042
BUY		95.37			1597
BUY		95.37			1613
SELL		104.57		1134
BUY		95.37			2402
SELL		104.57		1746
SELL		104.57		1984
BUY		95.36			1090
SELL		104.57		2011
BUY		95.36			1643
BUY		95.36			1895
SELL		104.57		2468
BUY		95.35			1539
BUY		95.35			1599
SELL		104.58		1073
BUY		95.35			2172
BUY		95.35			2283
SELL		104.58		1590
BUY		95.34			1342
SELL		104.58		2206
BUY		95.34			1551
BUY		95.32			2253
SELL		104.58		2213
SELL		104.59		2311
BUY		95.31			1318
BUY		95.31			1476
SELL		104.59		2340
BUY		95.31			1488
SELL		104.6		1047
SELL		104.6		1191
BUY		95.31			1568
SELL		104.6		1771
BUY		95.31			2314
SELL		104.61		1353
SELL		104.61		1654
BUY		95.3			1396
SELL		104.61		2242
BUY		95.3			2050
BUY		95.3			2126
SELL		104.61		2247
SELL		104.63		1469
BUY		95.3			2295
SELL		104.63		1605
BUY		95.29			1300
BUY		95.29			1811
SELL		104.63		1889
BUY		95.29			2109
BUY		95.29			2133
SELL		104.64		1668
BUY		95.28			1692
BUY		95.28			1742
BUY		95.26			2284
SELL		104.64		1776
SELL		104.64		2343
BUY		95.26			2323
SELL		104.65		1154
SELL		104.65		1212
SELL		104.65		1934
BUY		95.25			1313
SELL		104.65		2258
SELL		104.65		2487
BUY		95.25			1607
BUY		95.25			1935
SELL		104.66		1527
SELL		104.66		1905
BUY		95.25			2307
BUY		95.24			1110
SELL		104.66		1947
BUY		95.24			1449
SELL		104.66		1958
SELL		104.66		2000
BUY		95.23			1296
SELL		104.66		2463
BUY		95.23			1441
BUY		95.23			1826
SELL		104.67		1375
SELL		104.69		1491
BUY		95.23			2235
BUY		95.23			2270
SELL		104.71		1046
BUY		95.22			1151
SELL		104.71		1346
BUY		95.22			1909
SELL		104.71		1571
BUY		95.22			2208
BUY		95.21			1764
SELL		104.71		1822
BUY		95.21			2309
SELL		104.72		1334
BUY		95.2			1073
SELL		104.72		1551
BUY		95.2			1333
SELL		104.72		1572
BUY		95.2			1587
BUY		95.2			1928
SELL		104.72		1689
BUY		95.19			1173
SELL		104.72		1819
SELL		104.72		2132
BUY		95.19			1280
SELL		104.73		1060
SELL		104.73		1534
BUY		95.19			1349
SELL		104.73		1922
SELL		104.73		1994
BUY		95.19			1605
SELL		104.73		2196
SELL		104.73		2216
BUY		95.19			1667
SELL		104.74		1741
SELL		104.74		2192
BUY		95.19			1840
SELL		104.74		2420
BUY		95.18			1079
SELL		104.75		1220
BUY		95.18			1845
SELL		104.75		2059
SELL		104.75		2501
BUY		95.18			1889
SELL		104.76		1051
BUY		95.18			2025
SELL		104.76		2134
BUY		95.17			1225
BUY		95.17			1390
BUY		95.17			1514
BUY		95.17			1887
SELL		104.76		2350
BUY		95.17			2438
SELL		104.76		2366
BUY		95.15			1726
BUY		95.14			1547
SELL		104.77		1059
BUY		95.14			2265
SELL		104.77		2110
BUY		95.12			1571
SELL		104.77		2186
BUY		95.12			2119
SELL		104.77		2218
BUY		95.11			1146
SELL		104.77		2454
BUY		95.11			1627
SELL		104.78		1540
SELL		104.78		1812
BUY		95.11			2301
SELL		104.78		1896
BUY		95.11			2458
SELL		104.78		2280
SELL		104.78		2493
BUY		95.1			1084
SELL		104.79		1219
SELL		104.79		1338
BUY		95.1			2015
SELL		104.79		1793
BUY		95.09			1386
SELL		104.8		2415
BUY		95.08			1147
SELL		104.81		1434
BUY		95.08			1157
SELL		104.81		1733
SELL		104.81		1996
BUY		95.08			1615
SELL		104.81		2358
BUY		95.08			2075
SELL		104.82		1759
SELL		104.82		1863
SELL		104.83		1395
BUY		95.08			2238
BUY		95.08			2306
SELL		104.83		1981
BUY		95.07			1490
SELL		104.84		1522
BUY		95.07			1736
BUY		95.07			1808
SELL		104.84		1745
BUY		95.07			1945
SELL		104.85		1585
BUY		95.06			1212
BUY		95.06			1621
BUY		95.06			2256
SELL		104.86		1350
BUY		95.06			2447
SELL		104.86		1679
SELL		104.86		1979
BUY		95.05			1265
SELL		104.86		2073
BUY		95.05			1356
SELL		104.86		2281
BUY		95.05			1660
BUY		95.05			2356
SELL		104.86		2299
SELL		104.86		2506
BUY		95.04			1240
SELL		104.87		1204
BUY		95.04			1639
SELL		104.87		1429
BUY		95.04			1862
BUY		95.04			2040
SELL		104.87		1525
BUY		95.04			2248
BUY		95.03			1059
BUY		95.03			1949
SELL		104.87		2293
BUY		95.03			2353
SELL		104.88		1382
SELL		104.88		2405
BUY		95.02			2448
SELL		104.89		1546
BUY		95.01			1258
SELL		104.89		1797
SELL		104.89		1907
BUY		95.01			1377
BUY		95.01			1491
SELL		104.89		2003
SELL		104.9		1565
BUY		99.96			198
BUY		99.92			60
BUY		99.91			873
SELL		104.9		1635
BUY		99.89			132
BUY		99.87			739
SELL		104.9		1683
BUY		99.87			940
SELL		104.9		2446
SELL		104.91		1684
SELL		104.91		2219
BUY		99.77			337
BUY		99.73			799
SELL		104.92		1198
BUY		99.71			655
SELL		104.92		1408
SELL		104.92		1705
BUY		99.7			490
SELL		104.92		2037
BUY		99.68			1006
BUY		99.62			165
SELL		104.92		2321
BUY		99.61			836
SELL		104.92		2453
SELL		104.93		2384
BUY		99.59			404
BUY		99.58			564
SELL		104.94		1510
SELL		104.94		2106
BUY		99.51			882
BUY		99.41			878
SELL		104.95		1234
BUY		99.32			794
SELL		104.95		1400
BUY		99.2			923
BUY		99.19			470
SELL		104.95		1832
BUY		99.18			54
SELL		104.95		1983
SELL		104.95		2300
BUY		99.17			20
SELL		104.95		2332
SELL		104.96		1031
BUY		99.16			879
BUY		99.14			144
SELL		104.96		2452
BUY		99.06			246
SELL		104.97		1119
BUY		99.05			950
BUY		99.97			363
SELL		104.97		1185
BUY		98.89			562
BUY		99.88			408
BUY		99.88			913
SELL		104.97		1825
SELL		104.98		1079
BUY		98.72			101
BUY		98.69			975
SELL		104.98		1631
SELL		104.98		1977
BUY		98.64			812
BUY		99.61			312
SELL		104.98		2155
BUY		99.58			618
SELL		104.98		2173
BUY		98.52			662
SELL		104.99		1287
BUY		98.45			380
BUY		98.36			736
SELL		105.0		2220
BUY		98.35			735
SELL		100.06		951
BUY		99.34			610
BUY		99.31			753
SELL		100.07		518
BUY		98.27			55
SELL		100.19		155
BUY		99.25			892
SELL		100.2		107
SELL		100.22		711
BUY		99.24			265
BUY		98.16			755
BUY		98.15			612
SELL		100.28		731
SELL		100.36		1011
BUY		99.11			211
BUY		98.08			379
BUY		99.07			7
SELL		100.37		223
BUY		99.07			779
SELL		100.49		191
BUY		98.03			729
SELL		100.56		469
BUY		99.02			484
SELL		100.67		500
SELL		100.85		162
BUY		99.01			129
BUY		97.98			718
SELL		100.9		446
BUY		99.96			158
SELL		100.92		466
BUY		97.89			659
BUY		97.88			870
BUY		97.85			4
SELL		100.93		158
SELL		101.09		991
BUY		99.82			288
BUY		97.81			477
BUY		99.8			430
SELL		101.1		905
SELL		100.11		460
BUY		97.8			1026
SELL		101.19		977
SELL		100.23		995
BUY		99.79			63
BUY		99.78			418
SELL		101.26		145
SELL		100.27		889
SELL		100.28		350
SELL		100.32		701
SELL		100.33		965
BUY		99.77			648
BUY		99.76			352
BUY		99.66			362
SELL		101.33		830
BUY		99.61			452
BUY		97.61			52
BUY		97.6			561
BUY		99.58			792
SELL		100.35		295
BUY		97.57			759
BUY		99.54			260
SELL		101.37		918
BUY		98.54			375
SELL		101.47		321
BUY		97.54			135
SELL		100.6		948
BUY		99.53			579
SELL		101.61		725
SELL		101.61		821
BUY		98.5			552
BUY		98.5			956
SELL		100.64		152
BUY		97.49			609
SELL		100.68		159
BUY		97.43			1001
SELL		101.71		198
BUY		97.39			111
BUY		97.38			223
SELL		100.76		238
BUY		99.36			767
SELL		101.76		494
BUY		98.34			615
BUY		97.32			257
SELL		100.77		302
BUY		97.31			813
SELL		100.85		837
BUY		99.25			420
SELL		100.88		612
BUY		98.24			176
BUY		99.22			768
SELL		100.89		960
SELL		101.03		2
SELL		100.06		696
BUY		99.19			262
SELL		100.09		926
BUY		99.19			862
BUY		99.14			112
SELL		102.1		54
BUY		98.13			173
SELL		102.1		942
SELL		101.11		235
SELL		101.13		230
BUY		98.11			917
SELL		101.14		902
BUY		99.01			442
SELL		102.17		379
BUY		99.95			108
BUY		98.91			671
SELL		102.21		303
BUY		97.88			566
SELL		100.22		189
BUY		97.88			1004
SELL		101.23		1016
BUY		96.84			479
SELL		100.24		204
SELL		100.26		406
BUY		99.83			58
BUY		99.83			341
SELL		102.26		486
SELL		102.3		326
SELL		100.32		264
SELL		100.37		564
BUY		99.83			833
SELL		101.37		679
BUY		97.82			770
BUY		99.79			82
SELL		102.38		541
SELL		100.4		505
SELL		100.4		799
BUY		96.79			634
SELL		100.45		46
BUY		99.78			324
BUY		99.77			27
BUY		99.74			508
SELL		100.51		128
BUY		96.72			589
SELL		100.54		166
SELL		102.55		495
BUY		99.7			353
SELL		100.56		508
SELL		101.56		883
BUY		98.7			916
SELL		101.57		245
BUY		97.63			679
SELL		100.6		3
BUY		96.62			515
SELL		101.63		577
SELL		101.64		287
BUY		96.59			733
SELL		102.64		746
SELL		100.7		875
SELL		102.7		556
BUY		99.56			147
SELL		101.75		833
BUY		97.56			757
SELL		102.75		450
BUY		98.53			964
SELL		101.76		52
BUY		96.5			122
SELL		101.77		596
BUY		99.49			264
SELL		101.81		565
BUY		97.48			449
SELL		100.84		573
BUY		98.47			693
SELL		102.85		11
BUY		97.47			817
BUY		96.43			840
SELL		102.9		142
BUY		98.42			920
SELL		102.01		842
SELL		101.02		950
BUY		98.41			454
BUY		97.4			518
BUY		96.4			976
BUY		98.38			164
SELL		103.02		180
SELL		103.02		1020
BUY		96.38			443
BUY		97.36			53
SELL		101.03		79
BUY		98.35			167
SELL		101.05		780
BUY		96.35			371
SELL		101.06		487
BUY		98.34			613
SELL		102.07		929
BUY		97.32			816
SELL		103.07		831
BUY		96.32			1025
SELL		101.08		313
SELL		102.08		945
BUY		98.31			66
BUY		98.29			569
SELL		102.09		768
BUY		96.28			715
SELL		101.1		854
BUY		96.26			749
SELL		103.11		448
BUY		99.25			332
SELL		102.16		481
BUY		97.25			915
SELL		102.17		909
BUY		99.24			290
SELL		102.18		548
BUY		98.19			109
BUY		98.19			763
SELL		101.2		652
SELL		103.22		276
BUY		98.15			230
SELL		101.23		485
BUY		98.1			728
SELL		101.23		649
BUY		97.08			519
BUY		98.03			326
SELL		102.23		292
SELL		100.25		545
BUY		97.03			85
SELL		102.25		581
BUY		97.03			207
SELL		102.25		683
BUY		99.0			726
SELL		100.26		559
BUY		99.99			686
BUY		99.99			932
SELL		103.27		267
BUY		99.95			239
SELL		101.29		259
BUY		98.94			333
SELL		101.29		749
BUY		95.94			327
SELL		102.29		866
BUY		99.88			1032
SELL		103.33		24
SELL		103.4		897
BUY		98.88			278
BUY		95.88			35
SELL		100.42		429
BUY		95.88			481
SELL		100.42		479
BUY		98.87			402
SELL		101.5		432
BUY		96.87			594
SELL		101.52		260
SELL		100.54		793
BUY		95.84			649
SELL		102.59		867
BUY		95.84			1007
SELL		102.61		600
BUY		99.83			43
BUY		96.83			329
SELL		102.63		735
BUY		96.83			778
SELL		101.68		648
BUY		95.83			389
SELL		100.71		467
BUY		98.82			1024
SELL		102.71		963
SELL		102.72		583
BUY		96.8			395
SELL		103.72		471
SELL		103.75		85
BUY		99.78			501
SELL		101.77		330
BUY		98.77			898
SELL		102.78		483
BUY		98.74			321
BUY		96.73			694
SELL		103.81		148
SELL		103.83		922
SELL		101.88		289
BUY		95.72			1030
SELL		101.91		510
BUY		98.71			431
SELL		101.95		417
BUY		97.69			559
SELL		103.95		834
BUY		99.68			861
BUY		95.67			146
SELL		102.98		281
SELL		101.02		144
BUY		99.66			303
BUY		98.65			1002
BUY		97.65			1027
SELL		100.03		692
SELL		100.03		985
SELL		103.06		205
BUY		95.65			190
SELL		103.06		852
SELL		100.07		425
BUY		95.63			235
SELL		103.07		687
BUY		96.62			77
SELL		104.07		339
BUY		98.61			232
SELL		104.07		796
SELL		100.09		987
BUY		97.6			914
BUY		99.58			845
SELL		101.1		678
SELL		102.1		133
BUY		95.58			658
SELL		104.1		818
SELL		100.11		34
BUY		98.57			646
SELL		100.12		361
BUY		96.54			885
SELL		103.13		231
SELL		103.13		691
BUY		97.52			457
SELL		102.14		638
BUY		99.49			643
BUY		99.46			520
SELL		100.15		651
SELL		102.15		820
BUY		99.46			918
SELL		100.16		151
BUY		95.46			893
SELL		100.16		294
BUY		96.43			163
BUY		95.43			724
SELL		100.19		309
SELL		104.19		974
BUY		99.4			544
SELL		100.21		121
BUY		98.39			524
SELL		104.22		644
BUY		98.39			841
SELL		102.24		747
BUY		97.39			537
BUY		99.31			410
SELL		104.24		621
BUY		96.29			434
BUY		98.28			368
SELL		104.27		911
SELL		104.28		6
SELL		101.3		838
BUY		95.28			977
SELL		104.31		1009
BUY		95.27			139
SELL		101.32		74
BUY		98.25			80
SELL		103.32		122
BUY		97.25			115
SELL		103.33		59
BUY		95.25			611
BUY		99.22			293
BUY		98.19			37
SELL		101.34		797
SELL		101.36		728
BUY		99.18			36
SELL		101.38		720
BUY		97.17			99
BUY		99.16			629
SELL		103.38		512
SELL		100.43		71
BUY		97.15			416
SELL		104.44		812
BUY		95.13			261
SELL		103.45		882
SELL		102.47		465
SELL		102.48		449
BUY		98.12			299
SELL		104.49		624
SELL		100.5		58
SELL		101.52		724
BUY		98.09			981
SELL		102.52		490
BUY		96.09			742
SELL		104.52		16
SELL		104.54		745
BUY		97.07			1031
BUY		97.06			960
SELL		101.57		345
SELL		100.58		170
SELL		100.58		795
BUY		95.06			712
BUY		99.05			175
SELL		101.58		410
BUY		99.04			886
SELL		101.6		153
SELL		104.6		619
BUY		99.02			189
SELL		104.61		1017
BUY		99.97			388
SELL		100.62		120
BUY		99.96			134
BUY		95.94			590
BUY		94.94			384
BUY		95.93			787
SELL		101.63		675
BUY		94.92			877
BUY		96.91			336
SELL		103.63		68
BUY		96.91			675
SELL		103.64		414
BUY		99.88			212
SELL		102.65		394
SELL		100.66		129
BUY		96.88			214
SELL		100.68		480
SELL		104.68		240
BUY		96.88			322
SELL		104.69		513
SELL		104.7		934
BUY		96.86			16
BUY		96.86			573
SELL		102.72		327
BUY		94.86			546
SELL		100.75		256
SELL		102.75		242
SELL		104.75		357
BUY		98.85			798
BUY		99.84			447
BUY		97.84			903
BUY		95.84			385
SELL		102.77		190
BUY		95.83			128
SELL		102.81		101
BUY		97.82			622
SELL		102.84		514
BUY		99.81			436
SELL		100.85		817
SELL		104.85		1003
SELL		103.86		588
BUY		99.79			989
SELL		101.89		1012
SELL		102.91		416
BUY		97.79			44
BUY		97.79			438
SELL		100.92		767
BUY		94.77			660
SELL		101.92		20
BUY		98.76			313
SELL		104.95		135
BUY		95.74			221
SELL		102.96		959
SELL		101.98		110
BUY		97.73			425
SELL		102.02		228
BUY		96.72			93
BUY		96.72			606
SELL		103.02		781
BUY		99.71			688
BUY		99.68			256
BUY		96.68			550
SELL		101.07		567
BUY		98.66			149
BUY		97.66			359
SELL		104.08		81
BUY		95.66			499
SELL		100.09		307
SELL		104.09		305
BUY		99.65			2
BUY		97.65			577
BUY		95.65			698
SELL		105.1		888
SELL		100.11		10
BUY		94.63			683
SELL		103.11		402
SELL		101.12		31
BUY		99.62			95
SELL		102.12		323
BUY		96.61			180
SELL		105.12		42
SELL		102.13		828
BUY		95.61			29
SELL		105.14		274
BUY		95.61			640
SELL		104.16		297
BUY		95.61			926
BUY		94.57			854
SELL		100.19		322
BUY		99.56			835
BUY		97.55			22
BUY		95.55			285
SELL		100.19		372
BUY		95.55			585
SELL		104.19		913
SELL		100.2		119
BUY		99.54			444
SELL		103.2		668
SELL		101.21		670
BUY		98.53			1009
SELL		101.21		736
BUY		98.49			439
BUY		98.48			92
SELL		103.21		482
SELL		101.22		458
SELL		101.22		695
BUY		98.48			656
SELL		104.25		713
SELL		103.26		164
BUY		96.48			409
SELL		100.27		422
SELL		102.27		382
SELL		104.27		688
BUY		96.47			710
BUY		98.46			157
SELL		103.29		99
BUY		97.46			602
BUY		95.46			9
SELL		100.3		445
SELL		104.3		82
BUY		94.44			401
BUY		99.43			806
SELL		100.31		328
BUY		99.42			1005
BUY		94.42			919
BUY		99.41			880
SELL		100.32		291
SELL		102.32		607
BUY		95.4			667
BUY		97.38			242
SELL		102.33		499
SELL		105.33		381
BUY		94.37			195
BUY		94.36			838
BUY		99.32			994
SELL		102.38		894
SELL		103.38		498
SELL		104.41		360
BUY		96.31			687
BUY		99.3			453
SELL		104.43		876
BUY		99.28			673
SELL		101.44		522
BUY		95.26			446
BUY		99.25			421
BUY		97.23			617
SELL		103.47		697
BUY		96.23			933
SELL		100.48		340
BUY		98.22			250
BUY		95.22			570
SELL		103.48		433
BUY		96.21			187
SELL		100.49		1022
SELL		102.49		676
BUY		95.21			875
SELL		100.51		756
SELL		102.52		169
BUY		95.2			727
BUY		97.19			300
SELL		101.53		203
BUY		97.17			856
BUY		98.15			734
SELL		103.54		881
SELL		101.55		29
SELL		103.56		44
BUY		98.14			21
SELL		103.56		622
BUY		96.09			440
SELL		104.57		855
BUY		97.07			12
SELL		103.58		77
BUY		98.05			19
SELL		101.63		604
SELL		103.63		1015
BUY		96.05			978
SELL		102.66		645
BUY		95.04			782
SELL		102.67		175
SELL		101.69		835
BUY		98.03			308
SELL		100.72		447
SELL		104.74		994
BUY		98.03			848
SELL		102.75		263
SELL		100.81		665
BUY		98.01			513
SELL		101.84		138
BUY		96.01			717
SELL		104.87		885
SELL		103.88		511
SELL		102.89		570
BUY		99.96			496
SELL		103.89		861
BUY		98.96			900
SELL		100.9		921
SELL		103.9		754
BUY		96.95			171
BUY		95.95			514
SELL		104.9		140
BUY		95.95			670
SELL		104.9		261
BUY		95.93			390
SELL		103.93		210
BUY		96.92			992
SELL		102.96		249
BUY		97.9			81
SELL		100.99		70
BUY		96.9			943
BUY		95.9			68
SELL		103.99		531
BUY		99.87			241
SELL		100.08		562
BUY		98.86			972
BUY		99.84			619
SELL		104.1		147
BUY		98.81			472
SELL		100.12		308
SELL		101.13		572
BUY		96.77			411
SELL		100.15		914
BUY		99.74			575
SELL		101.16		927
SELL		100.2		684
BUY		99.73			700
SELL		102.22		554
SELL		100.25		478
SELL		100.26		319
BUY		96.68			456
SELL		101.27		408
BUY		98.66			98
SELL		100.29		983
BUY		99.65			909
BUY		99.64			320
SELL		104.3		978
BUY		99.63			666
SELL		101.31		584
BUY		96.62			997
BUY		97.59			541
SELL		104.32		66
BUY		98.58			284
SELL		104.35		671
BUY		95.56			891
SELL		102.36		337
BUY		97.55			934
BUY		98.54			809
BUY		96.54			237
SELL		102.37		847
BUY		98.53			356
SELL		104.42		810
SELL		101.45		61
SELL		103.47		167
SELL		103.56		377
SELL		100.61		563
BUY		99.35			907
BUY		97.34			393
SELL		101.61		489
SELL		101.62		47
BUY		98.33			298
SELL		101.62		741
BUY		99.32			789
SELL		103.63		550
BUY		96.31			632
BUY		98.3			105
SELL		100.75		248
SELL		100.75		662
BUY		98.28			61
SELL		101.75		427
SELL		102.77		378
SELL		103.79		1008
BUY		98.27			827
BUY		96.27			781
SELL		103.8		468
SELL		102.87		589
BUY		96.19			905
SELL		100.88		789
BUY		96.17			342
SELL		100.91		86
BUY		98.16			33
BUY		98.16			750
SELL		100.92		332
SELL		100.95		700
SELL		103.01		555
BUY		99.03			84
SELL		101.07		637
SELL		102.1		400
BUY		96.99			783
BUY		97.82			982
BUY		96.67			304
SELL		101.3		714
SELL		103.32		984
SELL		102.4		344
SELL		101.45		430
BUY		98.48			169
SELL		101.74		186
SELL		101.75		1007
